member_id,customer_segment,segment_name,churn_risk_score,engagement_score,visit_per_week,final_price,membership_type,home_gym_location
MB00096,0,Normal / Developing Members,14.776781641732292,44.52777777777778,2,53.55,Elite,"Sacramento, CA"
MB00097,3,At-risk Members,80.01982262585733,38.97222222222222,2,42.5,Premium,"Oakland, CA"
MB00098,2,High Value Members,18.02651000904845,68.33333333333333,5,50.0,Premium,"San Francisco, CA"
MB00099,0,Normal / Developing Members,18.62340830367139,30.944444444444443,1,37.5,Premium,"Bakersfield, CA"
MB00100,2,High Value Members,11.265106054156863,71.52777777777777,5,31.875,Premium,"Bakersfield, CA"
MB00101,2,High Value Members,17.876447344550257,64.88888888888889,4,35.625,Premium,"San Jose, CA"
MB00102,1,At-risk Members,85.06952768264657,59.861111111111114,5,45.0,Premium,"San Diego, CA"
MB00103,2,High Value Members,12.86808592083358,76.16666666666667,3,19.0,Basic,"Fresno, CA"
MB00104,3,At-risk Members,82.9625298073151,50.19444444444444,3,30.0,Standard,"Sacramento, CA"
MB00105,3,At-risk Members,84.78702221166787,47.19444444444444,1,25.5,Standard,"Anaheim, CA"
MB00106,2,High Value Members,14.072727657165803,65.77777777777777,2,25.5,Standard,"Fresno, CA"
MB00107,2,High Value Members,13.215155369363025,74.86111111111111,5,70.0,Elite,"Bakersfield, CA"
MB00108,3,At-risk Members,74.71434829465741,45.47222222222222,3,21.375,Standard,"Long Beach, CA"
MB00109,0,Normal / Developing Members,11.070670007257581,36.05555555555556,2,15.0,Basic,"San Francisco, CA"
MB00110,2,High Value Members,16.60246953016598,59.33333333333333,4,42.5,Premium,"Long Beach, CA"
MB00111,0,Normal / Developing Members,13.641871147194362,41.44444444444444,3,30.0,Standard,"Oakland, CA"
MB00112,2,High Value Members,14.297202606535365,80.41666666666666,5,38.25,Premium,"Sacramento, CA"
MB00113,3,At-risk Members,90.32783101132,44.80555555555556,2,70.0,Elite,"Los Angeles, CA"
MB00114,1,At-risk Members,85.63653772256315,79.02777777777777,5,45.0,Premium,"Oakland, CA"
MB00115,3,At-risk Members,84.69492188641382,42.16666666666667,2,20.0,Basic,"Sacramento, CA"
MB00116,3,At-risk Members,87.86563304179904,53.666666666666664,3,18.0,Basic,"Anaheim, CA"
MB00117,1,At-risk Members,85.15554118344534,73.47222222222223,5,31.875,Premium,"Los Angeles, CA"
MB00118,2,High Value Members,17.672148424456477,54.77777777777778,3,50.0,Premium,"Long Beach, CA"
MB00119,3,At-risk Members,85.86591786948718,43.138888888888886,2,50.0,Premium,"Sacramento, CA"
MB00120,1,At-risk Members,85.90716400178685,57.111111111111114,4,20.0,Basic,"San Jose, CA"
MB00121,3,At-risk Members,88.66992522894522,33.138888888888886,2,15.0,Basic,"Fresno, CA"
MB00122,3,At-risk Members,86.33230032022158,51.083333333333336,1,19.125,Standard,"Sacramento, CA"
MB00123,2,High Value Members,17.580760714444345,71.19444444444444,2,25.5,Standard,"San Francisco, CA"
MB00124,0,Normal / Developing Members,14.685952298202468,43.0,2,47.5,Premium,"San Francisco, CA"
MB00125,2,High Value Members,19.952953510311755,59.361111111111114,3,50.0,Premium,"Fresno, CA"
MB00126,0,Normal / Developing Members,16.88024439391641,50.30555555555556,4,15.0,Basic,"San Diego, CA"
MB00127,3,At-risk Members,86.71818363735075,47.44444444444444,2,37.5,Premium,"Sacramento, CA"
MB00128,1,At-risk Members,86.81156238486801,78.05555555555556,5,42.5,Premium,"Bakersfield, CA"
MB00129,0,Normal / Developing Members,14.922218776545726,35.94444444444444,1,45.0,Premium,"Long Beach, CA"
MB00130,3,At-risk Members,87.8930999635485,50.666666666666664,1,50.0,Premium,"Bakersfield, CA"
MB00131,0,Normal / Developing Members,13.696285031568964,55.52777777777778,1,19.0,Basic,"Fresno, CA"
MB00132,0,Normal / Developing Members,10.693186561760685,20.666666666666664,1,14.25,Basic,"Oakland, CA"
MB00133,2,High Value Members,15.246374081555429,56.0,4,30.0,Standard,"Oakland, CA"
MB00134,0,Normal / Developing Members,13.390872229486616,46.583333333333336,3,27.0,Standard,"Long Beach, CA"
MB00135,3,At-risk Members,86.40770223877908,33.72222222222222,1,33.75,Premium,"Oakland, CA"
MB00136,2,High Value Members,18.062273715641474,71.41666666666666,4,70.0,Elite,"San Diego, CA"
MB00137,1,At-risk Members,87.59491060544104,84.02777777777777,5,30.0,Standard,"Sacramento, CA"
MB00138,3,At-risk Members,85.60833123724068,57.861111111111114,2,50.0,Premium,"San Jose, CA"
MB00139,2,High Value Members,15.08340271157637,69.08333333333333,3,42.5,Premium,"San Jose, CA"
MB00140,3,At-risk Members,88.67562896768482,36.22222222222222,1,21.375,Standard,"Los Angeles, CA"
MB00141,1,At-risk Members,85.59772682819995,65.75,3,22.5,Standard,"Anaheim, CA"
MB00142,0,Normal / Developing Members,11.736161887516591,43.72222222222222,1,45.0,Premium,"Sacramento, CA"
MB00143,2,High Value Members,19.142259808021908,50.583333333333336,4,50.0,Premium,"San Jose, CA"
MB00144,0,Normal / Developing Members,17.763188128199285,49.388888888888886,2,37.5,Premium,"Oakland, CA"
MB00145,0,Normal / Developing Members,15.57376173641235,47.05555555555556,1,20.0,Basic,"San Diego, CA"
MB00146,0,Normal / Developing Members,16.012740714100467,32.72222222222222,2,27.0,Standard,"Anaheim, CA"
MB00147,3,At-risk Members,81.9708801277433,31.75,2,28.5,Standard,"Long Beach, CA"
MB00148,3,At-risk Members,83.49770602538563,59.0,1,17.0,Basic,"San Francisco, CA"
MB00149,0,Normal / Developing Members,16.866106659254317,38.02777777777778,1,37.5,Premium,"Sacramento, CA"
MB00150,0,Normal / Developing Members,13.703156195421473,24.27777777777778,1,25.65,Standard,"San Jose, CA"
MB00151,1,At-risk Members,82.32677639779139,50.75,3,20.0,Basic,"San Diego, CA"
MB00152,0,Normal / Developing Members,13.745260155473554,20.805555555555557,1,35.625,Premium,"Bakersfield, CA"
MB00153,2,High Value Members,15.51934685629696,68.27777777777777,2,22.5,Standard,"San Diego, CA"
MB00154,2,High Value Members,23.230241905522895,50.888888888888886,3,28.5,Standard,"Fresno, CA"
MB00155,1,At-risk Members,88.17848119656912,75.88888888888889,3,25.5,Standard,"Oakland, CA"
MB00156,0,Normal / Developing Members,13.835274114387053,24.0,1,27.0,Standard,"Fresno, CA"
MB00157,1,At-risk Members,82.50581095780883,65.77777777777777,2,25.5,Standard,"Fresno, CA"
MB00158,3,At-risk Members,83.83148143708054,58.97222222222222,2,31.875,Premium,"Bakersfield, CA"
MB00159,0,Normal / Developing Members,16.279811239446644,56.47222222222222,2,50.0,Premium,"Fresno, CA"
MB00160,3,At-risk Members,81.46142210534488,42.166666666666664,2,20.0,Basic,"San Francisco, CA"
MB00161,2,High Value Members,20.609444703340646,53.94444444444444,3,47.25,Elite,"Bakersfield, CA"
MB00162,3,At-risk Members,84.44931585793923,59.25,2,31.875,Premium,"Sacramento, CA"
MB00163,1,At-risk Members,85.86833705379856,59.361111111111114,3,19.0,Basic,"Anaheim, CA"
MB00164,3,At-risk Members,76.77851107168014,16.5,1,47.5,Premium,"Bakersfield, CA"
MB00165,0,Normal / Developing Members,14.100865226380538,46.166666666666664,3,45.0,Premium,"Bakersfield, CA"
MB00166,1,At-risk Members,86.55182276236074,64.91666666666667,3,20.0,Basic,"Los Angeles, CA"
MB00167,2,High Value Members,14.457828428279882,61.02777777777778,3,37.5,Premium,"Oakland, CA"
MB00168,0,Normal / Developing Members,20.65330047179277,33.30555555555556,1,50.0,Premium,"Bakersfield, CA"
MB00169,0,Normal / Developing Members,13.493370007655637,45.33333333333333,3,19.0,Basic,"San Jose, CA"
MB00170,3,At-risk Members,81.17672967577867,46.58333333333333,3,47.5,Premium,"Los Angeles, CA"
MB00171,3,At-risk Members,83.997731585703,45.33333333333333,3,27.0,Standard,"Los Angeles, CA"
MB00172,0,Normal / Developing Members,17.622907759051397,59.25,2,31.875,Premium,"Sacramento, CA"
MB00173,1,At-risk Members,85.3225768835683,66.02777777777777,3,18.0,Basic,"Los Angeles, CA"
MB00174,0,Normal / Developing Members,16.09391195546337,34.69444444444444,1,50.0,Premium,"San Jose, CA"
MB00175,1,At-risk Members,92.62318792730167,73.80555555555556,3,70.0,Elite,"San Diego, CA"
MB00176,0,Normal / Developing Members,17.63162909028106,48.52777777777778,3,47.5,Premium,"San Diego, CA"
MB00177,3,At-risk Members,87.0644037915381,53.138888888888886,2,21.375,Standard,"Sacramento, CA"
MB00178,0,Normal / Developing Members,12.840101246399291,43.44444444444444,1,45.0,Premium,"San Diego, CA"
MB00179,3,At-risk Members,83.13559635394161,23.555555555555557,2,50.0,Premium,"Bakersfield, CA"
MB00180,2,High Value Members,18.33009468873145,91.80555555555556,5,18.0,Basic,"San Jose, CA"
MB00181,2,High Value Members,19.626471472396897,59.30555555555556,5,27.0,Standard,"Anaheim, CA"
MB00182,0,Normal / Developing Members,13.616879484682931,14.277777777777779,1,27.0,Standard,"San Diego, CA"
MB00183,1,At-risk Members,88.10477325529739,58.916666666666664,4,70.0,Elite,"Fresno, CA"
MB00184,3,At-risk Members,83.74919513754776,45.33333333333333,3,27.0,Standard,"Los Angeles, CA"
MB00185,0,Normal / Developing Members,18.052945247029438,28.694444444444443,2,20.25,Standard,"Long Beach, CA"
MB00186,3,At-risk Members,84.60025358396325,34.41666666666667,1,50.0,Premium,"San Jose, CA"
MB00187,3,At-risk Members,79.8195352013449,52.0,3,50.0,Premium,"San Jose, CA"
MB00188,1,At-risk Members,87.86804950397566,92.77777777777777,5,42.5,Premium,"Fresno, CA"
MB00189,1,At-risk Members,86.19211136215507,57.083333333333336,5,45.0,Premium,"Los Angeles, CA"
MB00190,0,Normal / Developing Members,16.328652637340117,37.30555555555556,2,22.5,Standard,"Bakersfield, CA"
MB00191,0,Normal / Developing Members,14.951017987216744,48.666666666666664,3,42.5,Premium,"Fresno, CA"
MB00192,1,At-risk Members,85.13688398304504,79.05555555555556,4,45.0,Premium,"San Jose, CA"
MB00193,1,At-risk Members,89.5699331145566,59.47222222222222,4,70.0,Elite,"San Diego, CA"
MB00194,3,At-risk Members,81.08468618722269,43.72222222222222,1,15.0,Basic,"Fresno, CA"
MB00195,2,High Value Members,10.741881269784257,60.5,2,20.0,Basic,"Long Beach, CA"
MB00196,0,Normal / Developing Members,10.412494705901402,39.27777777777778,1,31.875,Premium,"Fresno, CA"
MB00197,3,At-risk Members,84.96577406447744,48.27777777777778,2,45.0,Premium,"Fresno, CA"
MB00198,1,At-risk Members,84.41373355674618,57.833333333333336,3,31.875,Premium,"Oakland, CA"
MB00199,1,At-risk Members,83.94973941433585,56.75,2,37.5,Premium,"San Francisco, CA"
MB00200,1,At-risk Members,85.22132521283106,55.583333333333336,4,15.0,Basic,"Anaheim, CA"
MB00201,1,At-risk Members,88.06486808224685,64.36111111111111,3,24.3,Standard,"Los Angeles, CA"
MB00202,0,Normal / Developing Members,16.206318980887936,57.55555555555556,3,20.0,Basic,"Sacramento, CA"
MB00203,0,Normal / Developing Members,12.628881294497624,58.27777777777778,2,30.0,Standard,"San Diego, CA"
MB00204,3,At-risk Members,85.72332662412745,55.638888888888886,2,47.5,Premium,"San Francisco, CA"
MB00205,3,At-risk Members,86.22260799455937,40.916666666666664,2,20.0,Basic,"San Jose, CA"
MB00206,0,Normal / Developing Members,15.615266903942626,46.58333333333333,3,42.5,Premium,"Bakersfield, CA"
MB00207,0,Normal / Developing Members,13.835274114387053,24.0,1,27.0,Standard,"Fresno, CA"
MB00208,1,At-risk Members,82.43024190552286,50.888888888888886,3,28.5,Standard,"Fresno, CA"
MB00209,0,Normal / Developing Members,23.066058798320253,36.5,1,70.0,Elite,"San Jose, CA"
MB00210,2,High Value Members,19.317003379502445,56.05555555555556,2,50.0,Premium,"San Jose, CA"
MB00211,3,At-risk Members,79.04341547973146,54.666666666666664,2,31.875,Premium,"Oakland, CA"
MB00212,1,At-risk Members,82.5003071668428,68.61111111111111,5,45.0,Premium,"Fresno, CA"
MB00213,1,At-risk Members,85.67354657149832,87.66666666666667,4,21.375,Standard,"Sacramento, CA"
MB00214,2,High Value Members,16.032124123890494,86.52777777777777,5,25.5,Standard,"Sacramento, CA"
MB00215,1,At-risk Members,82.43024190552286,50.888888888888886,3,28.5,Standard,"Fresno, CA"
MB00216,0,Normal / Developing Members,15.375088395634506,33.55555555555556,2,25.5,Standard,"Sacramento, CA"
MB00217,2,High Value Members,13.056476663885203,61.02777777777778,3,40.5,Premium,"Fresno, CA"
MB00218,3,At-risk Members,84.78713670596495,48.166666666666664,1,30.0,Standard,"Long Beach, CA"
MB00219,1,At-risk Members,89.11771714508251,74.75,4,21.375,Standard,"Bakersfield, CA"
MB00220,3,At-risk Members,83.10313039524989,52.55555555555556,3,30.0,Standard,"Sacramento, CA"
MB00221,1,At-risk Members,86.39180342317752,77.91666666666667,5,28.5,Standard,"San Jose, CA"
MB00222,1,At-risk Members,80.91335647315115,56.33333333333333,2,20.0,Basic,"San Diego, CA"
MB00223,0,Normal / Developing Members,18.26729357606248,53.388888888888886,3,17.0,Basic,"Los Angeles, CA"
MB00224,2,High Value Members,12.305510243286397,63.861111111111114,1,33.75,Premium,"San Jose, CA"
MB00225,0,Normal / Developing Members,16.094550665190933,43.83333333333333,2,16.2,Basic,"Los Angeles, CA"
MB00226,0,Normal / Developing Members,17.324962884365227,48.0,2,45.0,Premium,"Long Beach, CA"
MB00227,1,At-risk Members,84.42644408247664,80.69444444444444,5,14.25,Basic,"Anaheim, CA"
MB00228,0,Normal / Developing Members,18.618325696603335,45.638888888888886,2,49.875,Elite,"San Francisco, CA"
MB00229,3,At-risk Members,82.4883062106038,15.944444444444445,1,50.0,Premium,"San Francisco, CA"
MB00230,1,At-risk Members,87.67705699739538,62.27777777777778,3,15.0,Basic,"Bakersfield, CA"
MB00231,3,At-risk Members,86.45075296828522,29.138888888888886,1,19.125,Standard,"San Jose, CA"
MB00232,1,At-risk Members,86.90108708980055,75.16666666666666,4,27.0,Standard,"San Diego, CA"
MB00233,3,At-risk Members,87.3398116135487,29.694444444444443,1,20.0,Basic,"Bakersfield, CA"
MB00234,0,Normal / Developing Members,20.807215339620836,47.833333333333336,3,20.0,Basic,"Sacramento, CA"
MB00235,0,Normal / Developing Members,12.644841080568314,33.80555555555556,3,22.95,Standard,"Long Beach, CA"
MB00236,1,At-risk Members,83.16730213805687,57.55555555555556,3,25.5,Standard,"Sacramento, CA"
MB00237,0,Normal / Developing Members,13.373022622213337,47.30555555555556,2,50.0,Premium,"Los Angeles, CA"
MB00238,0,Normal / Developing Members,16.63264370762172,55.66666666666667,1,30.0,Standard,"Sacramento, CA"
MB00239,1,At-risk Members,84.44423123662091,68.38888888888889,3,27.0,Standard,"Sacramento, CA"
MB00240,2,High Value Members,11.506836099408641,62.77777777777778,5,17.0,Basic,"Fresno, CA"
MB00241,3,At-risk Members,88.6949129427389,57.861111111111114,2,50.0,Premium,"San Jose, CA"
MB00242,1,At-risk Members,82.74842850150252,65.83333333333334,5,25.5,Standard,"Sacramento, CA"
MB00243,3,At-risk Members,83.70268139035917,49.361111111111114,3,50.0,Premium,"Bakersfield, CA"
MB00244,0,Normal / Developing Members,17.160762312830357,51.083333333333336,1,19.125,Standard,"Sacramento, CA"
MB00245,0,Normal / Developing Members,16.756904111837656,14.555555555555555,1,50.0,Premium,"Bakersfield, CA"
MB00246,3,At-risk Members,86.71818363735075,47.44444444444444,2,37.5,Premium,"Sacramento, CA"
MB00247,2,High Value Members,15.022564810684022,74.02777777777777,5,66.5,Elite,"Fresno, CA"
MB00248,3,At-risk Members,87.94266184111822,40.77777777777778,2,12.75,Basic,"Sacramento, CA"
MB00249,3,At-risk Members,83.32083561251436,49.361111111111114,3,27.0,Standard,"Fresno, CA"
MB00250,1,At-risk Members,85.65570911813053,73.38888888888889,3,30.0,Standard,"Fresno, CA"
MB00251,0,Normal / Developing Members,19.462550507470024,52.44444444444444,2,37.5,Premium,"Fresno, CA"
MB00252,0,Normal / Developing Members,15.38309181009161,52.69444444444444,3,47.5,Premium,"Los Angeles, CA"
MB00253,1,At-risk Members,78.60807780386718,67.66666666666667,4,37.5,Premium,"San Diego, CA"
MB00254,0,Normal / Developing Members,17.650007780712986,49.361111111111114,3,27.0,Standard,"Fresno, CA"
MB00255,2,High Value Members,17.6700526224573,71.13888888888889,4,38.25,Premium,"Anaheim, CA"
MB00256,3,At-risk Members,88.3916387346013,32.138888888888886,3,19.0,Basic,"Sacramento, CA"
MB00257,1,At-risk Members,87.88372172339517,82.08333333333334,5,31.875,Premium,"Long Beach, CA"
MB00258,1,At-risk Members,82.08748088708269,55.333333333333336,3,30.0,Standard,"San Diego, CA"
MB00259,3,At-risk Members,88.2056733090967,53.666666666666664,3,18.0,Basic,"Anaheim, CA"
MB00260,2,High Value Members,13.099683179149824,68.25,3,50.0,Premium,"Oakland, CA"
MB00261,3,At-risk Members,82.85612753221186,34.97222222222222,1,20.0,Basic,"Fresno, CA"
MB00262,3,At-risk Members,83.59606765644544,49.916666666666664,3,25.5,Standard,"Los Angeles, CA"
MB00263,2,High Value Members,17.17621861357185,80.05555555555556,3,40.5,Premium,"Los Angeles, CA"
MB00264,3,At-risk Members,78.43353458058095,40.77777777777778,2,45.0,Premium,"Los Angeles, CA"
MB00265,1,At-risk Members,88.32375352921558,81.25,5,27.0,Standard,"Fresno, CA"
MB00266,3,At-risk Members,88.29830041769223,47.416666666666664,3,33.75,Premium,"Fresno, CA"
MB00267,3,At-risk Members,83.23044414269067,36.22222222222222,1,30.0,Standard,"San Francisco, CA"
MB00268,3,At-risk Members,89.45488682983309,53.138888888888886,2,33.75,Premium,"Bakersfield, CA"
MB00269,0,Normal / Developing Members,17.081498872400054,50.638888888888886,2,47.5,Premium,"San Diego, CA"
MB00270,2,High Value Members,10.343481193515178,71.52777777777777,5,31.875,Premium,"Bakersfield, CA"
MB00271,1,At-risk Members,83.23925976341677,76.02777777777777,3,50.0,Premium,"Long Beach, CA"
